timestamp,cpu_percent,cpu_freq_mhz,cpu_temp_celsius,memory_percent,memory_used_gb,memory_total_gb,disk_percent,disk_used_gb,disk_total_gb,load_1min,load_5min,load_15min,network_bytes_sent,network_bytes_recv
2025-07-27 22:03:42,0.0,1800.0,37.48,5.4,0.28,7.63,30.2,17.58,58.2,0.13,0.16,0.17,1490526,7284020
2025-07-27 22:03:53,0.2,600.0,37.97,5.4,0.28,7.63,30.2,17.58,58.2,0.1,0.15,0.17,1498650,7350501
2025-07-27 22:04:04,0.0,1800.0,37.0,5.4,0.28,7.63,30.2,17.58,58.2,0.16,0.16,0.17,1501308,7352079
2025-07-27 22:04:15,2.5,1800.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.14,0.16,0.17,1509565,7437141
2025-07-27 22:04:26,12.6,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.12,0.15,0.17,1512675,7442647
2025-07-27 22:04:37,10.7,1800.0,37.48,5.4,0.28,7.63,30.2,17.58,58.2,0.1,0.14,0.17,1520245,7509352
2025-07-27 22:04:48,0.5,1000.0,35.05,5.4,0.28,7.63,30.2,17.58,58.2,0.14,0.15,0.17,1521305,7509960
2025-07-27 22:04:59,3.3,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.12,0.15,0.17,1531215,7586039
2025-07-27 22:05:10,0.2,600.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.1,0.14,0.17,1534869,7589277
2025-07-27 22:05:21,0.0,1800.0,37.48,5.4,0.28,7.63,30.2,17.58,58.2,0.4,0.2,0.19,1546176,7682900
2025-07-27 22:05:32,0.0,600.0,35.54,5.4,0.28,7.63,30.2,17.58,58.2,0.34,0.2,0.18,1560048,7689746
2025-07-27 22:05:43,0.0,600.0,35.54,5.4,0.28,7.63,30.2,17.58,58.2,0.33,0.2,0.19,1567778,7755417
2025-07-27 22:05:54,0.0,600.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.35,0.21,0.19,1570702,7757054
2025-07-27 22:06:05,0.0,700.0,37.0,5.4,0.28,7.63,30.2,17.58,58.2,0.3,0.2,0.19,1581713,7827804
2025-07-27 22:06:16,0.2,600.0,37.0,5.4,0.28,7.63,30.2,17.58,58.2,0.25,0.2,0.18,1582603,7828094
2025-07-27 22:06:28,0.0,600.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.27,0.2,0.18,1594366,7919256
2025-07-27 22:06:39,0.0,1800.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.23,0.2,0.18,1598801,7922376
2025-07-27 22:06:50,0.2,1800.0,37.48,5.4,0.28,7.63,30.2,17.58,58.2,0.27,0.21,0.19,1608676,7989396
2025-07-27 22:07:01,0.3,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.23,0.2,0.18,1613351,7997483
2025-07-27 22:07:12,7.9,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.27,0.21,0.19,1623029,8066304
2025-07-27 22:07:23,13.1,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.37,0.23,0.19,1627791,8075988
2025-07-27 22:07:34,5.3,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.31,0.23,0.19,1642805,8163997
2025-07-27 22:07:45,0.2,600.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.26,0.22,0.19,1647221,8170427
2025-07-27 22:07:56,0.2,1800.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.22,0.21,0.18,1656721,8237778
2025-07-27 22:08:07,0.2,600.0,35.54,5.5,0.28,7.63,30.2,17.58,58.2,0.26,0.22,0.19,1659654,8239766
2025-07-27 22:08:18,0.2,1800.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.2,0.21,0.18,1668182,8309417
2025-07-27 22:08:29,0.0,600.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.17,0.2,0.18,1671511,8315112
2025-07-27 22:08:40,1.0,1800.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.22,0.21,0.18,1684119,8404063
2025-07-27 22:08:51,0.2,600.0,37.0,5.4,0.28,7.63,30.2,17.58,58.2,0.18,0.2,0.18,1687212,8407354
2025-07-27 22:09:02,10.8,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.16,0.2,0.18,1702351,8484251
2025-07-27 22:09:13,0.0,600.0,35.54,5.4,0.28,7.63,30.2,17.58,58.2,0.19,0.2,0.18,1704762,8485360
2025-07-27 22:09:24,8.5,1800.0,37.48,5.4,0.28,7.63,30.2,17.58,58.2,0.16,0.2,0.18,1716531,8561171
2025-07-27 22:09:35,0.0,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.14,0.19,0.18,1723291,8564547
2025-07-27 22:09:46,8.5,1800.0,37.48,5.4,0.28,7.63,30.2,17.58,58.2,0.12,0.18,0.18,1732071,8651503
2025-07-27 22:09:57,3.3,1800.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.1,0.17,0.17,1734635,8652790
2025-07-27 22:10:08,12.9,1800.0,36.51,5.7,0.3,7.63,30.2,17.58,58.2,0.16,0.18,0.18,1743606,8716830
2025-07-27 22:10:19,10.0,1800.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.13,0.18,0.17,1748024,8727035
2025-07-27 22:10:30,0.5,1800.0,37.0,5.7,0.31,7.63,30.2,17.58,58.2,0.11,0.17,0.17,1759750,8789541
2025-07-27 22:10:41,0.3,600.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.09,0.16,0.17,1764558,8823135
2025-07-27 22:10:52,4.0,1800.0,36.51,5.7,0.3,7.63,30.2,17.58,58.2,0.15,0.18,0.17,1772318,8870416
2025-07-27 22:11:03,0.0,600.0,35.54,5.4,0.28,7.63,30.2,17.58,58.2,0.32,0.21,0.19,1779493,8902487
2025-07-27 22:11:14,13.4,1800.0,36.51,5.8,0.31,7.63,30.2,17.58,58.2,0.27,0.21,0.18,1785788,8940230
2025-07-27 22:11:25,0.2,600.0,36.02,5.4,0.28,7.63,30.2,17.58,58.2,0.3,0.22,0.19,1793795,8978168
2025-07-27 22:11:36,11.1,1800.0,37.48,5.7,0.3,7.63,30.2,17.58,58.2,0.26,0.21,0.18,1802921,9009877
2025-07-27 22:11:47,0.0,600.0,36.51,5.4,0.28,7.63,30.2,17.58,58.2,0.22,0.2,0.18,1807828,9067487
2025-07-27 22:11:58,7.7,1800.0,37.0,5.5,0.29,7.63,30.2,17.58,58.2,0.32,0.22,0.19,1810781,9070552
2025-07-27 22:12:09,0.0,1800.0,37.0,5.4,0.28,7.63,30.2,17.58,58.2,0.27,0.22,0.19,1821048,9149268
